Matricula,Modelo,Clasificación Energética, Consumo MIN, Consumo MAX, Emisiones MIN (gCO2/km), Emisiones MAX (gCO2/km), Motorización,kw_minimo,kw_maximo
1834 AAC,"SKODA OCTAVIA A8 MY21 1,4 TSI iV P-HEV150 kW (200 CV)DSG 6 vel.",A,1.0,1.1,9.0,134.0,Híbridos enchufables,150.0,150.0
1835 AAC,"SKODA OCTAVIA COMBI MY21 Ambition 1,4 TSI iV P-HEV 150 kW (204 CV) DSG 6 vel. (MTMA 2058)",A,1.1,1.4,24.0,29.0,Híbridos enchufables,150.0,150.0
1836 AAC,"SKODA OCTAVIA COMBI MY21 Ambition 1,4 TSI iV P-HEV 150 kW (204 CV) DSG 6 vel. (MTMA 2090)",A,1.1,1.4,24.0,29.0,Híbridos enchufables,150.0,150.0
1837 AAC,"SKODA OCTAVIA COMBI MY21 Ambition 1,4 TSI iV P-HEV 150 kW (204 CV) DSG 6 vel. (MTMA 2119)",A,1.1,1.4,24.0,29.0,Híbridos enchufables,150.0,150.0
1838 AAC,"SKODA OCTAVIA COMBI MY21 RS 1,4 TSI iV P-HEV 180 kW (245 CV) DSG 6 vel. (MTMA 2141)",A,1.3,1.4,28.0,29.0,Híbridos enchufables,180.0,180.0
1839 AAC,"SKODA OCTAVIA COMBI MY21 RS 1,4 TSI iV P-HEV 180 kW (245 CV) DSG 6 vel. (MTMA 2152)",A,1.3,1.4,28.0,29.0,Híbridos enchufables,180.0,180.0
1840 AAC,"SKODA OCTAVIA COMBI MY21 RS 1,4 TSI iV P-HEV 180 kW (245 CV) DSG 6 vel. (MTMA 2163)",A,1.3,1.4,28.0,29.0,Híbridos enchufables,180.0,180.0
1841 AAC,"SKODA OCTAVIA COMBI MY21 Sport 1,4 TSI iV P-HEV 150 kW (204 CV) DSG 6 vel. (MTMA 2058)",A,1.1,1.4,24.0,29.0,Híbridos enchufables,150.0,150.0
1842 AAC,"SKODA OCTAVIA COMBI MY21 Sport 1,4 TSI iV P-HEV 150 kW (204 CV) DSG 6 vel. (MTMA 2090)",A,1.1,1.4,24.0,29.0,Híbridos enchufables,150.0,150.0
1843 AAC,"SKODA OCTAVIA COMBI MY21 Sport 1,4 TSI iV P-HEV 150 kW (204 CV) DSG 6 vel. (MTMA 2119)",A,1.1,1.4,24.0,29.0,Híbridos enchufables,150.0,150.0
1844 AAC,"SKODA OCTAVIA COMBI MY21 Style 1,4 TSI iV P-HEV 150 kW (204 CV) DSG 6 vel. (MTMA 2058)",A,1.1,1.4,24.0,29.0,Híbridos enchufables,150.0,150.0
1845 AAC,"SKODA OCTAVIA COMBI MY21 Style 1,4 TSI iV P-HEV 150 kW (204 CV) DSG 6 vel. (MTMA 2090)",A,1.1,1.4,24.0,29.0,Híbridos enchufables,150.0,150.0
1846 AAC,"SKODA OCTAVIA COMBI MY21 Style 1,4 TSI iV P-HEV 150 kW (204 CV) DSG 6 vel. (MTMA 2119)",A,1.1,1.4,24.0,29.0,Híbridos enchufables,150.0,150.0
1847 AAC,"SKODA OCTAVIA COMBI MY22 Ambition 1,4 TSI iV P-HEV 150 kW (204 CV) DSG 6 vel. (MTMA 2058)",A,1.1,1.4,24.0,29.0,Híbridos enchufables,150.0,150.0
1848 AAC,"SKODA OCTAVIA COMBI MY22 Ambition 1,4 TSI iV P-HEV 150 kW (204 CV) DSG 6 vel. (MTMA 2090)",A,1.1,1.4,24.0,29.0,Híbridos enchufables,150.0,150.0
1849 AAC,"SKODA OCTAVIA COMBI MY22 Ambition 1,4 TSI iV P-HEV 150 kW (204 CV) DSG 6 vel. (MTMA 2119)",A,1.1,1.4,24.0,29.0,Híbridos enchufables,150.0,150.0
1850 AAC,"SKODA OCTAVIA COMBI MY22 RS 1,4 TSI iV P-HEV 180 kW (245 CV) DSG 6 vel. (MTMA 2141)",A,1.3,1.4,28.0,29.0,Híbridos enchufables,180.0,180.0
1851 AAC,"SKODA OCTAVIA COMBI MY22 RS 1,4 TSI iV P-HEV 180 kW (245 CV) DSG 6 vel. (MTMA 2152)",A,1.3,1.4,28.0,29.0,Híbridos enchufables,180.0,180.0
1852 AAC,"SKODA OCTAVIA COMBI MY22 RS 1,4 TSI iV P-HEV 180 kW (245 CV) DSG 6 vel. (MTMA 2163)",A,1.3,1.4,28.0,29.0,Híbridos enchufables,180.0,180.0
1853 AAC,"SKODA OCTAVIA COMBI MY22 Sport 1,4 TSI iV P-HEV 150 kW (204 CV) DSG 6 vel. (MTMA 2058)",A,1.1,1.4,24.0,29.0,Híbridos enchufables,150.0,150.0
1854 AAC,"SKODA OCTAVIA COMBI MY22 Sport 1,4 TSI iV P-HEV 150 kW (204 CV) DSG 6 vel. (MTMA 2090)",A,1.1,1.4,24.0,29.0,Híbridos enchufables,150.0,150.0
1855 AAC,"SKODA OCTAVIA COMBI MY22 Sport 1,4 TSI iV P-HEV 150 kW (204 CV) DSG 6 vel. (MTMA 2119)",A,1.1,1.4,24.0,29.0,Híbridos enchufables,150.0,150.0
1856 AAC,"SKODA OCTAVIA COMBI MY22 Style 1,4 TSI iV P-HEV 150 kW (204 CV) DSG 6 vel. (MTMA 2058)",A,1.1,1.4,24.0,29.0,Híbridos enchufables,150.0,150.0
1857 AAC,"SKODA OCTAVIA COMBI MY22 Style 1,4 TSI iV P-HEV 150 kW (204 CV) DSG 6 vel. (MTMA 2090)",A,1.1,1.4,24.0,29.0,Híbridos enchufables,150.0,150.0
1858 AAC,"SKODA OCTAVIA COMBI MY22 Style 1,4 TSI iV P-HEV 150 kW (204 CV) DSG 6 vel. (MTMA 2119)",A,1.1,1.4,24.0,29.0,Híbridos enchufables,150.0,150.0
1859 AAC,SKODA OCTAVIA COMBI MY23 RS 1.4 TSI P-HEV 180kW (245 CV) DSG (MTMA 2110),A,1.3,1.3,28.0,30.0,Híbridos enchufables,180.0,180.0
1860 AAC,SKODA OCTAVIA COMBI MY23 RS 1.4 TSI P-HEV 180kW (245 CV) DSG (MTMA 2140),A,1.3,1.3,28.0,30.0,Híbridos enchufables,180.0,180.0
1861 AAC,SKODA OCTAVIA COMBI MY23 STYLE 1.4 TSI P-HEV 150kW (204 CV) DSG (MTMA 2044),A,1.1,1.2,24.0,28.0,Híbridos enchufables,150.0,150.0
1862 AAC,SKODA OCTAVIA COMBI MY23 STYLE 1.4 TSI P-HEV 150kW (204 CV) DSG (MTMA 2100),A,1.1,1.2,24.0,28.0,Híbridos enchufables,150.0,150.0
1863 AAC,SKODA OCTAVIA COMBI MY23 STYLE 1.4 TSI P-HEV 150kW (204 CV) DSG (MTMA 2130),A,1.1,1.2,24.0,28.0,Híbridos enchufables,150.0,150.0
1864 AAC,SKODA OCTAVIA COMBI MY24 RS 1.4 TSI P-HEV 180kW (245 CV) DSG (MTMA 2100),A,1.3,6.4,26.0,28.0,Híbridos enchufables,180.0,180.0
1865 AAC,SKODA OCTAVIA COMBI MY24 RS 1.4 TSI P-HEV 180kW (245 CV) DSG (MTMA 2130),A,1.3,6.4,26.0,28.0,Híbridos enchufables,180.0,180.0
1866 AAC,SKODA OCTAVIA COMBI MY24 SELECTION 1.4 TSI iV P-HEV 150kW (204 CV) DSG (MTMA 2045),A,1.1,1.2,24.0,27.0,Híbridos enchufables,150.0,150.0
1867 AAC,SKODA OCTAVIA COMBI MY24 SELECTION 1.4 TSI iV P-HEV 150kW (204 CV) DSG (MTMA 2100),A,1.1,1.2,24.0,27.0,Híbridos enchufables,150.0,150.0
1868 AAC,SKODA OCTAVIA COMBI MY24 SELECTION 1.4 TSI iV P-HEV 150kW (204 CV) DSG (MTMA 2130),A,1.1,1.2,24.0,27.0,Híbridos enchufables,150.0,150.0
1869 AAC,"SKODA OCTAVIA LIMO MY21 Ambition 1,4 TSI iV P-HEV 150 kW (204 CV) DSG 6 vel. (MTMA 2040)",A,1.0,1.4,23.0,28.0,Híbridos enchufables,150.0,150.0
1870 AAC,"SKODA OCTAVIA LIMO MY21 Ambition 1,4 TSI iV P-HEV 150 kW (204 CV) DSG 6 vel. (MTMA 2090)",A,1.0,1.4,23.0,28.0,Híbridos enchufables,150.0,150.0
1871 AAC,"SKODA OCTAVIA LIMO MY21 Ambition 1,4 TSI iV P-HEV 150 kW (204 CV) DSG 6 vel. (MTMA 2120)",A,1.0,1.4,23.0,28.0,Híbridos enchufables,150.0,150.0
1872 AAC,"SKODA OCTAVIA LIMO MY21 RS 1,4 TSI iV P-HEV 180 kW (245 CV) DSG 6 vel. (MTMA 2135)",A,1.1,1.4,26.0,28.0,Híbridos enchufables,180.0,180.0
1873 AAC,"SKODA OCTAVIA LIMO MY21 RS 1,4 TSI iV P-HEV 180 kW (245 CV) DSG 6 vel. (MTMA 2166)",A,1.1,1.4,26.0,28.0,Híbridos enchufables,180.0,180.0
1874 AAC,"SKODA OCTAVIA LIMO MY21 Sport 1,4 TSI iV P-HEV 150 kW (204 CV) DSG 6 vel. (MTMA 2040)",A,1.0,1.4,23.0,28.0,Híbridos enchufables,150.0,150.0
1875 AAC,"SKODA OCTAVIA LIMO MY21 Sport 1,4 TSI iV P-HEV 150 kW (204 CV) DSG 6 vel. (MTMA 2090)",A,1.0,1.4,23.0,28.0,Híbridos enchufables,150.0,150.0
1876 AAC,"SKODA OCTAVIA LIMO MY21 Sport 1,4 TSI iV P-HEV 150 kW (204 CV) DSG 6 vel. (MTMA 2120)",A,1.0,1.4,23.0,28.0,Híbridos enchufables,150.0,150.0
1877 AAC,"SKODA OCTAVIA LIMO MY21 Style 1,4 TSI iV P-HEV 150 kW (204 CV) DSG 6 vel. (MTMA 2040)",A,1.0,1.4,23.0,28.0,Híbridos enchufables,150.0,150.0
1878 AAC,"SKODA OCTAVIA LIMO MY21 Style 1,4 TSI iV P-HEV 150 kW (204 CV) DSG 6 vel. (MTMA 2090)",A,1.0,1.4,23.0,28.0,Híbridos enchufables,150.0,150.0
1879 AAC,"SKODA OCTAVIA LIMO MY21 Style 1,4 TSI iV P-HEV 150 kW (204 CV) DSG 6 vel. (MTMA 2120)",A,1.0,1.4,23.0,28.0,Híbridos enchufables,150.0,150.0
1880 AAC,"SKODA OCTAVIA LIMO MY22 Ambition 1,4 TSI iV P-HEV 150 kW (204 CV) DSG 6 vel. (MTMA 2040)",A,1.0,1.4,23.0,28.0,Híbridos enchufables,150.0,150.0
1881 AAC,"SKODA OCTAVIA LIMO MY22 Ambition 1,4 TSI iV P-HEV 150 kW (204 CV) DSG 6 vel. (MTMA 2049)",A,1.0,1.4,23.0,28.0,Híbridos enchufables,150.0,150.0
1882 AAC,"SKODA OCTAVIA LIMO MY22 Ambition 1,4 TSI iV P-HEV 150 kW (204 CV) DSG 6 vel. (MTMA 2090)",A,1.0,1.4,23.0,28.0,Híbridos enchufables,150.0,150.0
1883 AAC,"SKODA OCTAVIA LIMO MY22 Ambition 1,4 TSI iV P-HEV 150 kW (204 CV) DSG 6 vel. (MTMA 2120)",A,1.0,1.4,23.0,28.0,Híbridos enchufables,150.0,150.0
1884 AAC,"SKODA OCTAVIA LIMO MY22 RS 1,4 TSI iV P-HEV 180 kW (245 CV) DSG 6 vel. (MTMA 2135)",A,1.1,1.4,26.0,28.0,Híbridos enchufables,180.0,180.0
1885 AAC,"SKODA OCTAVIA LIMO MY22 RS 1,4 TSI iV P-HEV 180 kW (245 CV) DSG 6 vel. (MTMA 2166)",A,1.1,1.4,26.0,28.0,Híbridos enchufables,180.0,180.0
1886 AAC,"SKODA OCTAVIA LIMO MY22 Sport 1,4 TSI iV P-HEV 150 kW (204 CV) DSG 6 vel. (MTMA 2049)",A,1.0,1.4,23.0,28.0,Híbridos enchufables,150.0,150.0
1887 AAC,"SKODA OCTAVIA LIMO MY22 Sport 1,4 TSI iV P-HEV 150 kW (204 CV) DSG 6 vel. (MTMA 2040)",A,1.0,1.4,23.0,28.0,Híbridos enchufables,150.0,150.0
1888 AAC,"SKODA OCTAVIA LIMO MY22 Sport 1,4 TSI iV P-HEV 150 kW (204 CV) DSG 6 vel. (MTMA 2090)",A,1.0,1.4,23.0,28.0,Híbridos enchufables,150.0,150.0
1889 AAC,"SKODA OCTAVIA LIMO MY22 Sport 1,4 TSI iV P-HEV 150 kW (204 CV) DSG 6 vel. (MTMA 2120)",A,1.0,1.4,23.0,28.0,Híbridos enchufables,150.0,150.0
1890 AAC,"SKODA OCTAVIA LIMO MY22 Style 1,4 TSI iV P-HEV 150 kW (204 CV) DSG 6 vel. (MTMA 2052)",A,1.0,1.4,23.0,28.0,Híbridos enchufables,150.0,150.0
1891 AAC,"SKODA OCTAVIA LIMO MY22 Style 1,4 TSI iV P-HEV 150 kW (204 CV) DSG 6 vel. (MTMA 2040)",A,1.0,1.4,23.0,28.0,Híbridos enchufables,150.0,150.0
1892 AAC,"SKODA OCTAVIA LIMO MY22 Style 1,4 TSI iV P-HEV 150 kW (204 CV) DSG 6 vel. (MTMA 2090)",A,1.0,1.4,23.0,28.0,Híbridos enchufables,150.0,150.0
1893 AAC,"SKODA OCTAVIA LIMO MY22 Style 1,4 TSI iV P-HEV 150 kW (204 CV) DSG 6 vel. (MTMA 2120)",A,1.0,1.4,23.0,28.0,Híbridos enchufables,150.0,150.0
1894 AAC,SKODA OCTAVIA LIMO MY23 RS 1.4 TSI P-HEV 180kW (245 CV) DSG (MTMA 2110),A,1.1,1.2,26.0,28.0,Híbridos enchufables,180.0,180.0
1895 AAC,SKODA OCTAVIA LIMO MY23 RS 1.4 TSI P-HEV 180kW (245 CV) DSG (MTMA 2140),A,1.1,1.2,26.0,28.0,Híbridos enchufables,180.0,180.0
1896 AAC,SKODA OCTAVIA LIMO MY23 STYLE 1.4 TSI P-HEV 150kW (204 CV) DSG (MTMA 2049),A,1.0,1.1,23.0,24.0,Híbridos enchufables,150.0,150.0
1897 AAC,SKODA OCTAVIA LIMO MY23 STYLE 1.4 TSI P-HEV 150kW (204 CV) DSG (MTMA 2052),A,1.0,1.1,23.0,24.0,Híbridos enchufables,150.0,150.0
1898 AAC,SKODA OCTAVIA LIMO MY23 STYLE 1.4 TSI P-HEV 150kW (204 CV) DSG (MTMA 2112),A,1.0,1.1,23.0,24.0,Híbridos enchufables,150.0,150.0
1899 AAC,SKODA OCTAVIA LIMO MY23 STYLE 1.4 TSI P-HEV 150kW (204 CV) DSG (MTMA 2138),A,1.0,1.1,23.0,24.0,Híbridos enchufables,150.0,150.0
1900 AAC,SKODA OCTAVIA LIMO MY24 RS 1.4 TSI P-HEV 180kW (245 CV) DSG (MTMA 2060),A,1.1,6.2,24.0,26.0,Híbridos enchufables,180.0,180.0
1901 AAC,SKODA OCTAVIA LIMO MY24 RS 1.4 TSI P-HEV 180kW (245 CV) DSG (MTMA 2110),A,1.1,6.2,24.0,26.0,Híbridos enchufables,180.0,180.0
1902 AAC,SKODA OCTAVIA LIMO MY24 RS 1.4 TSI P-HEV 180kW (245 CV) DSG (MTMA 2140),A,1.1,6.2,24.0,26.0,Híbridos enchufables,180.0,180.0
1903 AAC,SKODA OCTAVIA MY24 SELECTION 1.4 TSI iV P-HEV 150kW (204 CV) DSG (MTMA 2050),A,1.0,1.1,23.0,24.0,Híbridos enchufables,150.0,150.0
1904 AAC,SKODA OCTAVIA MY24 SELECTION 1.4 TSI iV P-HEV 150kW (204 CV) DSG (MTMA 2100),A,1.0,1.1,23.0,24.0,Híbridos enchufables,150.0,150.0
1905 AAC,SKODA OCTAVIA MY24 SELECTION 1.4 TSI iV P-HEV 150kW (204 CV) DSG (MTMA 2130),A,1.0,1.1,23.0,24.0,Híbridos enchufables,150.0,150.0
1906 AAC,"SKODA SUPERB COMBI IV MY20 1,4 TSI iV P-HEV Máx. 160 kW (218 CV) DSG 6 vel.",A,1.3,1.8,10.0,158.0,Híbridos enchufables,160.0,160.0
1907 AAC,"SKODA SUPERB COMBI IV MY21 1,4 TSI iV P-HEV Máx. 160 kW (218 CV) DSG 6 vel.",A,1.3,1.7,9.0,158.0,Híbridos enchufables,160.0,160.0
1908 AAC,SKODA SUPERB COMBI MY22 L&K 1.4 TSI iV P-HEV Máx. 160 kW (218 CV) DSG,A,1.2,1.4,27.0,32.0,Híbridos enchufables,160.0,160.0
1909 AAC,SKODA SUPERB COMBI MY22 SPORTLINE 1.4 TSI iV P-HEV Máx. 160 kW (218 CV) DSG,A,1.4,1.5,31.0,33.0,Híbridos enchufables,160.0,160.0
1910 AAC,SKODA SUPERB COMBI MY22 STYLE 1.4 TSI iV P-HEV Máx. 160 kW (218 CV) DSG,A,1.2,1.4,27.0,32.0,Híbridos enchufables,160.0,160.0
1911 AAC,SKODA SUPERB COMBI MY23 L&K 1.4 TSI iV P-HEV Máx. 160 kW (218 CV) DSG (MTMA 2250),A,1.2,1.4,28.0,33.0,Híbridos enchufables,160.0,160.0
1912 AAC,SKODA SUPERB COMBI MY23 SPORTLINE 1.4 TSI iV P-HEV Máx. 160 kW (218 CV) DSG (MTMA 2250),A,1.2,1.5,28.0,32.0,Híbridos enchufables,160.0,160.0
1913 AAC,SKODA SUPERB COMBI MY23 STYLE 1.4 TSI iV P-HEV Máx. 160 kW (218 CV) DSG (MTMA 2250),A,1.2,1.4,26.0,32.0,Híbridos enchufables,160.0,160.0
1914 AAC,"SKODA SUPERB COMBI MY26 L&K 1,5 TSI iV 110 kW (150 CV) DSG 6 vel. (MTMA 2350 )",A,0.4,0.4,8.0,9.0,Híbridos enchufables,110.0,110.0
1915 AAC,"SKODA SUPERB COMBI MY26 PLUS 1,5 TSI iV 110 kW (150 CV) DSG 6 vel. (MTMA 2350)",A,0.3,0.4,8.0,9.0,Híbridos enchufables,110.0,110.0
1916 AAC,"SKODA SUPERB COMBI MY26 SELECTION 1,5 TSI iV 110 kW (150 CV) DSG 6 vel. (MTMA 2350)",A,0.3,0.4,7.0,9.0,Híbridos enchufables,110.0,110.0
1917 AAC,"SKODA SUPERB COMBI MY26 SPORTLINE 1,5 TSI iV 110 kW (150 CV) DSG 6 vel. (MTMA 2350)",A,0.3,0.4,8.0,9.0,Híbridos enchufables,110.0,110.0
1918 AAC,SKODA SUPERB COMBI NG MY24 L&K L&K 1.5 TSI iV 110 kW (150 CV) DSG 6 vel. PHEV (MTMA 2350),A,0.4,0.5,9.0,11.0,Híbridos enchufables,110.0,110.0
1919 AAC,SKODA SUPERB COMBI NG MY24 L&K L&K 1.5 TSI iV 150 kW (204 CV) DSG 6 vel. PHEV (MTMA 2350),A,0.4,0.5,9.0,11.0,Híbridos enchufables,150.0,150.0
1920 AAC,SKODA SUPERB COMBI NG MY24 Selection 1.5 TSI iV 110 kW (150 CV) DSG 6 vel. PHEV (MTMA 2350),A,0.4,0.5,8.0,11.0,Híbridos enchufables,110.0,110.0
1921 AAC,SKODA SUPERB COMBI NG MY24 Selection 1.5 TSI iV 150 kW (204 CV) DSG 6 vel. PHEV (MTMA 2350),A,0.4,0.5,8.0,11.0,Híbridos enchufables,150.0,150.0
1922 AAC,"SKODA SUPERB COMBI NG MY25 L&K 1,5 TSI iV 110 kW (150 CV) DSG 6 vel. (MTMA 2350)",A,0.4,0.4,9.0,9.0,Híbridos enchufables,110.0,110.0
1923 AAC,"SKODA SUPERB COMBI NG MY25 SELECTION 1,5 TSI iV 110 kW (150 CV) DSG 6 vel. (MTMA 2350)",A,0.4,0.4,8.0,9.0,Híbridos enchufables,110.0,110.0
1924 AAC,"SKODA SUPERB COMBI NG MY25 SPORTLINE 1,5 TSI iV 110 kW (150 CV) DSG 6 vel. (MTMA 2350)",A,0.4,5.5,9.0,10.0,Híbridos enchufables,110.0,110.0
1925 AAC,"SKODA SUPERB IV MY20 1,4 TSI iV P-HEV Máx. 160 kW (218 CV) DSG 6 vel.",A,1.3,1.6,8.0,153.0,Híbridos enchufables,160.0,160.0
1926 AAC,"SKODA SUPERB IV MY21 1,4 TSI iV P-HEV Máx. 160 kW (218 CV) DSG 6 vel.",A,1.3,1.5,7.0,153.0,Híbridos enchufables,160.0,160.0
1927 AAC,SKODA SUPERB LIMO MY22 L&K 1.4 TSI iV P-HEV Máx. 160 kW (218 CV) DSG,A,1.1,1.3,25.0,29.0,Híbridos enchufables,160.0,160.0
1928 AAC,SKODA SUPERB LIMO MY22 SPORTLINE 1.4 TSI iV P-HEV Máx. 160 kW (218 CV) DSG,A,1.2,1.3,28.0,30.0,Híbridos enchufables,160.0,160.0
1929 AAC,SKODA SUPERB LIMO MY22 STYLE 1.4 TSI iV P-HEV Máx. 160 kW (218 CV) DSG,A,1.1,1.3,25.0,29.0,Híbridos enchufables,160.0,160.0
1930 AAC,SKODA SUPERB LIMO MY23 L&K 1.4 TSI iV P-HEV Máx. 160 kW (218 CV) DSG (MTMA 2220),A,1.2,1.3,26.0,29.0,Híbridos enchufables,160.0,160.0
1931 AAC,SKODA SUPERB LIMO MY23 SPORTLINE 1.4 TSI iV P-HEV Máx. 160 kW (218 CV) DSG (MTMA 2220),A,1.2,1.3,26.0,30.0,Híbridos enchufables,160.0,160.0
1932 AAC,SKODA SUPERB LIMO MY23 STYLE 1.4 TSI iV P-HEV Máx. 160 kW (218 CV) DSG (MTMA 2220),A,1.0,1.3,24.0,29.0,Híbridos enchufables,160.0,160.0
1933 AAC,SKODA SUPERB LIMO MY23 STYLE 1.4 TSI iV P-HEV Máx. 160 kW (218 CV) DSG (MTMA 2260),A,1.0,1.3,24.0,29.0,Híbridos enchufables,160.0,160.0
1934 AAC,SKODA SUPERB LIMO MY24 SPORTLINE 1.4 TSI iV P-HEV Máx. 160kW (218 CV) DSG (MTMA 2250),A,1.2,1.3,26.0,29.0,Híbridos enchufables,160.0,160.0
1935 AAC,"SKODA SUPERB LIMO MY26 L&K 1,5 TSI iV 110 kW (150 CV) DSG 6 vel. (MTMA 2336)",A,0.3,0.3,7.0,8.0,Híbridos enchufables,110.0,110.0
1936 AAC,"SKODA SUPERB LIMO MY26 PLUS 1,5 TSI iV 110 kW (150 CV) DSG 6 vel. (MTMA 2336)",A,0.3,0.4,7.0,9.0,Híbridos enchufables,110.0,110.0
1937 AAC,"SKODA SUPERB LIMO MY26 SELECTION 1,5 TSI iV 110 kW (150 CV) DSG 6 vel. (MTMA 2336)",A,0.3,0.4,6.0,8.0,Híbridos enchufables,110.0,110.0
1938 AAC,"SKODA SUPERB LIMO MY26 SPORTLINE 1,5 TSI iV 110 kW (150 CV) DSG 6 vel. (MTMA 2336 )",A,0.3,0.4,7.0,9.0,Híbridos enchufables,110.0,110.0
1939 AAC,"SKODA SUPERB LIMO NG MY25 L&K 1,5 TSI iV 110 kW (150 CV) DSG 6 vel. (MTMA 2334)",A,0.4,5.4,9.0,123.0,Híbridos enchufables,110.0,110.0
1940 AAC,"SKODA SUPERB LIMO NG MY25 SELECTION 1,5 TSI iV 110 kW (150 CV) DSG 6 vel. (MTMA 2334)",A,0.3,5.4,8.0,122.0,Híbridos enchufables,110.0,110.0
1941 AAC,"SKODA SUPERB LIMO NG MY25 SPORTLINE 1,5 TSI iV 110 kW (150 CV) DSG 6 vel. (MTMA 2334)",A,0.4,5.4,9.0,123.0,Híbridos enchufables,110.0,110.0
1944 AAC,Suzuki ACROSS 2.5L GLX 4WD PHEV,A,1.0,1.0,22.0,22.0,Híbridos enchufables,,
1945 AAC,SWM G03F Edi 5 plazas,B,5.9,5.9,50.0,50.0,Híbridos enchufables,,
1946 AAC,SWM G03F Edi 7 plazas,B,5.9,5.9,50.0,50.0,Híbridos enchufables,,
1947 AAC,Toyota C-HR 220PH Advance (MY25),A,0.8,0.8,19.0,19.0,Híbridos enchufables,,
1948 AAC,Toyota C-HR 220PH Advance + Skyview® (MY25),A,0.8,0.8,19.0,19.0,Híbridos enchufables,,
1949 AAC,Toyota C-HR 220PH GR SPORT (MY25),A,0.8,0.8,19.0,19.0,Híbridos enchufables,,
1950 AAC,Toyota C-HR 220PH GR SPORT + Skyview® (MY25),A,0.9,0.9,19.0,19.0,Híbridos enchufables,,
1951 AAC,Toyota C-HR 220PH GR SPORT BLACK EDITION (MY25),A,0.9,0.9,19.0,19.0,Híbridos enchufables,,
1952 AAC,Toyota C-HR 220PH GR SPORT Edition (MY25),A,0.9,0.9,20.0,20.0,Híbridos enchufables,,
1953 AAC,Toyota C-HR 220PH Spirit (MY25),A,0.8,0.8,19.0,19.0,Híbridos enchufables,,
1954 AAC,Toyota C-HR 220PH Spirit + Skyview® (MY25),A,0.9,0.9,19.0,19.0,Híbridos enchufables,,
1955 AAC,Toyota C-HR 220PH Spirit Edition (MY25),A,0.8,0.8,19.0,19.0,Híbridos enchufables,,
1956 AAC,Toyota C-HR 2WD 2.0 PHEV Advance/Advance Plus/Premiere Edition/GR Sport/GR Sport Prem. Ed. (NG24),A,0.8,0.9,17.2,19.8,Híbridos enchufables,,
1957 AAC,Toyota Canarias C-HR PHEV 2.0 Agua Premiere Edition,A,1.2,0.9,19.0,26.0,Híbridos enchufables,,
1958 AAC,Toyota Canarias C-HR PHEV 2.0 Alisio,A,1.2,0.8,19.0,26.0,Híbridos enchufables,,
1959 AAC,Toyota Canarias C-HR PHEV 2.0 Alisio bitono,A,1.2,0.8,19.0,26.0,Híbridos enchufables,,
1960 AAC,Toyota Canarias C-HR PHEV 2.0 Alisio Sky,A,1.2,0.8,19.0,26.0,Híbridos enchufables,,
1961 AAC,Toyota Canarias C-HR PHEV 2.0 GR SPORT,A,1.2,0.8,19.0,26.0,Híbridos enchufables,,
1962 AAC,Toyota Canarias C-HR PHEV 2.0 GR SPORT Premiere Edition,A,1.2,0.8,19.0,26.0,Híbridos enchufables,,
1963 AAC,Toyota Canarias RAV4 PHEV 2.5 4X4 Agua,A,1.0,1.0,22.0,22.0,Híbridos enchufables,,
1964 AAC,Toyota Canarias RAV4 PHEV 2.5 4x4 Alisio,A,1.0,1.0,22.0,22.0,Híbridos enchufables,,
1965 AAC,Toyota Canarias RAV4 PHEV 2.5 4X4 GR SPORT,A,1.0,1.0,22.0,22.0,Híbridos enchufables,,
1966 AAC,Toyota Canarias RAV4 PHEV 2.5 4X4 GR SPORT BITONO,A,1.0,1.0,22.0,22.0,Híbridos enchufables,,
1967 AAC,Toyota Canarias RAV4 PHEV 2.5 4x4 Style,A,1.0,1.0,22.0,22.0,Híbridos enchufables,,
1968 AAC,Toyota PRIUS PHEV Advance / Luxury (MY21),A,1.2,1.5,28.0,34.0,Híbridos enchufables,,
1969 AAC,Toyota PRIUS PHEV Solar (MY21),A,1.2,1.5,28.0,34.0,Híbridos enchufables,,
1970 AAC,Toyota RAV4 PLUG-IN 300PH e-CVT (AWD-i) 5P Advance Plus[MY23]-Advance Plus,A,1.0,1.0,22.2,22.2,Híbridos enchufables,,
1971 AAC,Toyota RAV4 PLUG-IN 300PH e-CVT (AWD-i) 5P Advance[MY23]-Advance,A,1.0,1.0,22.2,22.2,Híbridos enchufables,,
1972 AAC,Toyota RAV4 PLUG-IN 300PH e-CVT (AWD-i) 5P Style Plus [MY23]-Style Plus,A,1.0,1.0,22.2,22.2,Híbridos enchufables,,
1973 AAC,Toyota RAV4 PLUG-IN Advance (MY25),A,1.0,1.0,22.0,22.0,Híbridos enchufables,,
1974 AAC,Toyota RAV4 PLUG-IN Advance Plus (MY25),A,1.0,1.0,22.0,22.0,Híbridos enchufables,,
1975 AAC,Toyota RAV4 PLUG-IN Advance/Advance plus (MY21),A,1.0,1.0,22.2,22.2,Híbridos enchufables,,
1976 AAC,Toyota RAV4 PLUG-IN Advance/Advance plus (MY22),A,1.0,1.0,22.2,22.2,Híbridos enchufables,,
1977 AAC,Toyota RAV4 PLUG-IN Advance/Advance plus (MY24),A,1.0,1.0,22.0,22.0,Híbridos enchufables,,
1978 AAC,Toyota RAV4 PLUG-IN GR Sport (MY24),A,1.0,1.0,22.0,22.0,Híbridos enchufables,,
